logFC	AveExpr	t	P.Value	adj.P.Val	B
Lrrtm4	-1.43483081098426	10.7781952908789	-68.6594123409122	0	0	2253.15618764022
Ncam2	0.893863590073186	10.035743503957	59.4534919022552	0	0	1703.95241922889
Pou6f2	0.652852287639647	8.6892290633064	59.3424177140439	0	0	1697.74639421221
Rxfp1	0.480124143378269	8.18131192194581	58.7131814626417	0	0	1662.78288162121
Runx2	0.357597318875722	8.13411651937319	58.5214611612877	0	0	1652.19560703623
Cntn3	-0.533223074812975	8.65165736644011	-53.5784486719141	0	0	1389.90531413048
LOC108353456	-0.938402527714203	9.05772896891488	-52.2258958897297	0	0	1321.76380680389
Pip5k1b	-0.486437608277878	8.49325839428001	-51.5883204113172	0	0	1290.19095957542
Pcdh9	0.478882585685826	12.9205416980112	50.0329800120876	0	0	1214.65231306573
Pdzd2	-0.475753085863102	8.50087868790526	-49.9320181000194	0	0	1209.82182545932
Cntnap3	0.232489957893543	7.94269975333795	49.4831841479329	0	0	1188.45572154785
Gng12	0.31217353674468	8.16934056224921	49.3572756751569	0	0	1182.49378679421
Adamtsl2	0.20249481821423	7.9251170525234	48.9187554999605	0	0	1161.83794066145
Prkca	-0.497723495963017	8.76888475284662	-48.2373680978814	0	0	1130.07818642521
Gfra2	0.295919967490581	8.1303884257246	47.4653994742702	0	0	1094.59200768162
Rasgrf2	-0.446108217901926	8.40835635633062	-45.9823229834613	0	0	1027.90193640154
Cntnap4	0.327400174104032	8.20672626064418	45.478683650145	0	0	1005.70089036412
Gpc6	-0.753353783292457	8.9812790283405	-45.3056479657454	0	0	998.125543939954
Dcc	0.778890895041016	9.45058639352535	44.7317267796036	0	0	973.192364263204
Schip1	-0.923690779162627	10.7183192760518	-44.6999607240873	0	0	971.820972291882
Egfem1	-0.569901336950803	8.62270179957692	-43.7822092365559	0	0	932.592353291918
Cdh13	-0.55475833288639	8.5227532477166	-43.7102234040855	0	0	929.547488451082
Kirrel3	-0.755538919664504	9.18489379955132	-43.6775854756073	0	0	928.168507429044
Trps1	0.310544630837086	8.30502360665632	43.6638338485096	0	0	927.58786335656
Clstn2	0.629874217274951	10.2907386269158	43.6262612824151	0	0	926.002047335162
Dgkb	-0.606292814271606	9.40173566104257	-42.9801509550546	0	0	898.931512069102
